location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours
Eliza Howell Downwin,WAYNE,US,co,0.3,2018-12-06 16:00:00 UTC,ppm,AirNow,42.386803,-83.27064,1.0
Magong,Taiwan,TW,pm10,29.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,23.569029999999998,119.566154,1.0
İnegöl-MTHM,Bursa,TR,pm10,19.0,2018-08-29 19:00:00 UTC,µg/m³,Turkey,40.080890000000004,29.50024,1.0
Gemilercekeği,Giresun,TR,pm10,29.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,40.914444,38.398563,1.0
HANOVER,Richmond,US,o3,0.046,2020-04-07 19:00:00 UTC,ppm,AirNow,37.6061,-77.2189,1.0
Radom-Tochtermana,Radom,PL,no2,90.3,2020-04-07 20:00:00 UTC,µg/m³,GIOS,51.399082,21.147474,
West Phoenix,Phoenix-Mesa-Scottsdale,US,pm25,2.7,2020-04-07 19:00:00 UTC,µg/m³,AirNow,33.4838,-112.1426,1.0
Çerkezköy-MTHM,Tekirdağ,TR,pm10,32.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,41.31835,27.980179999999997,1.0
Aziziye,Erzurum,TR,so2,30.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,39.918983000000004,41.271755,1.0
Boulder City,Las Vegas-Paradise,US,o3,0.040999999999999995,2020-04-07 20:00:00 UTC,ppm,AirNow,35.97815,-114.84631,1.0
Mesa 2 /Nipomo,San Luis Obispo-Paso Robles,US,pm10,9.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,35.020790000000005,-120.56388999999999,1.0
Tulsa,Tulsa,US,no2,0.003,2020-04-07 20:00:00 UTC,ppm,AirNow,36.2067,-95.9764,1.0
Houston Aldine C8,Houston-Sugar Land-Baytown,US,o3,0.037000000000000005,2020-04-07 20:00:00 UTC,ppm,AirNow,29.9011,-95.3261,1.0
Cincinnati Near Road,Cincinnati-Middletown,US,pm25,0.3,2020-04-07 20:00:00 UTC,µg/m³,AirNow,39.146027000000004,-84.538376,1.0
Babylon,New York-Northern New Jersey-Long Island,US,o3,0.048,2020-04-07 19:00:00 UTC,ppm,AirNow,40.7356,-73.4061,1.0
Savannah L&A,Savannah,US,pm10,13.0,2020-04-05 23:00:00 UTC,µg/m³,AirNow,32.0903,-81.1306,1.0
"Ratanpura, Rupnagar - Ambuja Cements",Rupnagar,IN,co,680.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,30.032545000000002,76.5623,0.25
"Pleszew, Al. Mickiewicza",Pleszew,PL,pm10,56.2998,2020-04-07 21:00:00 UTC,µg/m³,GIOS,51.884921999999996,17.791104999999998,
"Sector-12, Karnal - HSPCB",Karnal,IN,pm10,60.3,2020-04-07 18:45:00 UTC,µg/m³,caaqm,29.6953,77.0027,0.25
CARY,Chicago-Naperville-Joliet,US,o3,0.046,2020-03-17 19:00:00 UTC,ppm,AirNow,42.2211,-88.2411,1.0
Howard County Near R,HOWARD,US,no2,0.026000000000000002,2020-04-07 20:00:00 UTC,ppm,AirNow,39.143196,-76.84619,1.0
Łódź-Widzew,Łódź,PL,pm10,69.0,2020-04-07 21:00:00 UTC,µg/m³,GIOS,51.75805,19.529785,
Terre Haute-Lafayett,Terre Haute,US,so2,0.001,2020-04-07 20:00:00 UTC,ppm,AirNow,39.4861,-87.4014,1.0
Columbus Airport,Columbus,US,pm25,5.1,2020-04-07 20:00:00 UTC,µg/m³,AirNow,32.5214,-84.9436,1.0
Riverside,Chattanooga,US,pm25,16.6,2020-04-07 20:00:00 UTC,µg/m³,AirNow,35.0508,-85.2931,1.0
Narberth,Narberth,GB,no2,3.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,51.781784,-4.6914620000000005,1.0
Esenler,İstanbul,TR,no2,0.0,2018-05-30 12:00:00 UTC,µg/m³,Turkey,41.038334000000006,28.888056,1.0
Nederland C1035,Beaumont-Port Arthur,US,o3,0.025,2020-04-07 20:00:00 UTC,ppm,AirNow,29.9786,-94.0111,1.0
Central School,Lucknow,IN,pm25,190.61,2018-02-22 04:00:00 UTC,µg/m³,CPCB,26.852728000000003,80.99633,0.25
OTISVILLE,Flint,US,o3,0.031,2020-04-07 20:00:00 UTC,ppm,AirNow,43.1683,-83.4617,1.0
Redhills/Shandon,San Luis Obispo-Paso Robles,US,o3,0.042,2020-04-07 19:00:00 UTC,ppm,AirNow,35.64366,-120.23133999999999,1.0
"Rishi Nagar, Kaithal - HSPCB",Kaithal,IN,pm25,16.3,2020-04-07 19:00:00 UTC,µg/m³,caaqm,29.8006,76.4155,0.25
Niebla,Niebla,ES,no2,9.0,2018-10-12 22:00:00 UTC,µg/m³,Andalucia,37.359047,-6.6786520000000005,1.0
Wigan Centre,Wigan,GB,o3,87.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.54914,-2.638139,8.0
Stratford,Bridgeport-Stamford-Norwalk,US,o3,0.057999999999999996,2020-04-07 20:00:00 UTC,ppm,AirNow,41.1519,-73.1036,1.0
HERNANDO,Memphis,US,o3,0.03,2020-04-07 20:00:00 UTC,ppm,AirNow,34.820557,-89.98778,1.0
Chico -  East,BUTTE,US,co,0.16,2020-04-07 19:00:00 UTC,ppm,AirNow,39.76168,-121.84047,1.0
תחנה:א.ת. עטרות,איזור יהודה,IL,co,0.7,2019-04-03 21:00:00 UTC,ppm,Israel,31.06917,35.39764,0.25
Punta Umbria,Punta Umbria,ES,so2,5.0,2018-10-12 22:00:00 UTC,µg/m³,Andalucia,37.18568,-6.9641366,24.0
"Katowice, ul. Kossutha 6",Katowice,PL,pm10,55.7218,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.26461,18.975026999999997,
Eilif Dues vei,Bærum,NO,pm25,11.0,2020-04-07 20:00:00 UTC,µg/m³,Norway,59.90608,10.61195,1.0
Worcester,Worcester,US,so2,0.0,2020-04-07 19:00:00 UTC,ppm,AirNow,42.2639,-71.7947,1.0
S.Agostino,Civitavecchia,IT,o3,83.0,2020-03-31 22:00:00 UTC,µg/m³,ARPALAZIO,42.159946000000005,11.742631,1.0
"Sector-D Industrial Area, Mandideep - MPPCB","Eicher Tractor (TMTL)
Plot No. 1",IN,no2,15.2,2020-04-07 21:00:00 UTC,µg/m³,caaqm,23.108439999999998,77.51143,0.25
Chalco,MEXICO STATE,MX,o3,0.055999999999999994,2019-05-07 19:00:00 UTC,ppm,AirNow,19.2669,-98.88600000000001,1.0
FRANCONIA,Washington-Arlington-Alexandria,US,so2,0.0,2020-04-07 19:00:00 UTC,ppm,AirNow,38.7717,-77.1089,1.0
FAIRFIELD,Birmingham-Hoover,US,o3,0.033,2020-04-07 20:00:00 UTC,ppm,AirNow,33.4856,-86.915,1.0
Parzniewice,Parzniewice,PL,no2,5.2,2020-04-07 21:00:00 UTC,µg/m³,GIOS,51.291176,19.517554999999998,
ES1593A,Cádiz,ES,no2,2.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,36.46059,-6.203069999999999,1.0
Waterbury,New Haven-Milford,US,pm25,5.1,2020-04-07 20:00:00 UTC,µg/m³,AirNow,41.5503,-73.0442,1.0
תחנה:איינשטין,שומרון,IL,no2,0.0102,2019-04-03 21:00:00 UTC,ppm,Israel,32.10348,35.167790000000004,0.25
תחנה:חבל יבנה,איזור יהודה,IL,so2,0.0009,2019-04-03 21:00:00 UTC,ppm,Israel,30.945529999999998,35.3884,0.25
KPN,Granica,PL,o3,11.1,2017-01-08 08:00:00 UTC,µg/m³,Poland,52.28586,20.455555,1.0
Eren Enerji Santral,Zonguldak,TR,o3,48.0,2018-02-24 11:00:00 UTC,µg/m³,Turkey,41.5106,31.89651,1.0
Lake Elsinore - W. F,Riverside-San Bernardino-Ontario,US,no2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,33.676536999999996,-117.331024,1.0
Sanyi,Chu-Miao,TW,so2,0.0016,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.382942,120.758835,1.0
Benahadux,Benahadux,ES,no2,1.0,2018-10-12 22:00:00 UTC,µg/m³,Andalucia,36.9231,-2.463218,1.0
"Nowiny, ul. Parkowa",Nowiny,PL,o3,4.32,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.82311,20.533506,
"Police Lines, Jind - HSPCB",Antodya Bhawan Building,IN,pm25,36.5,2020-04-07 19:00:00 UTC,µg/m³,caaqm,29.307814,76.337616,0.25
Horicon Wildlife Are,DODGE,US,so2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,43.46611,-88.62111,1.0
Legnica - Rzeczypospolitej,Legnica,PL,bc,0.8929799999999999,2020-04-07 21:00:00 UTC,µg/m³,GIOS,51.204502000000005,16.180513,
Paonia,DELTA,US,o3,0.0,2020-04-06 13:00:00 UTC,ppm,AirNow,38.8763,-107.6022,1.0
AM3 Gdańsk Nowy Port,Gdańsk,PL,so2,3.17144,2020-04-07 20:00:00 UTC,µg/m³,GIOS,54.400833,18.657497,
Colville-E 1st St,STEVENS,US,pm10,9.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,48.54469,-117.90321999999999,1.0
Incline,Reno-Sparks,US,o3,0.044000000000000004,2020-04-07 20:00:00 UTC,ppm,AirNow,39.250440000000005,-119.95674,1.0
Gjilan,Gjilan,XK,no2,6.377000000000001,2020-04-07 21:00:00 UTC,µg/m³,Kosovo,42.461143,21.467201,1.0
"MIDC Khutala, Chandrapur - MPCB",Chandrapur,IN,no2,21.93,2020-04-07 21:00:00 UTC,µg/m³,caaqm,19.977529999999998,79.23371,0.25
Ft Caroline,DUVAL,US,so2,0.002,2018-06-28 15:00:00 UTC,ppm,AirNow,30.367221999999998,-81.59416999999999,1.0
ALBA,Joplin,US,o3,0.04,2020-04-07 19:00:00 UTC,ppm,AirNow,37.2385,-94.42468000000001,1.0
Sandpoint U of I,BONNER,US,pm25,9.0,2020-04-07 18:00:00 UTC,µg/m³,AirNow,48.29182,-116.55656,1.0
Latina-Scalo,Latina,IT,no2,5.0,2020-04-04 22:00:00 UTC,µg/m³,ARPALAZIO,41.53143,12.946064,1.0
Chippewa Lake,Cleveland-Elyria-Mentor,US,o3,0.0,2020-03-29 04:00:00 UTC,ppm,AirNow,41.0604,-81.9239,1.0
Parc Cambron,QUEBEC,CA,o3,0.043,2020-04-07 19:00:00 UTC,ppm,AirNow,45.4125,-71.8744,1.0
Borsukowizna-Wiejska,Borsukowizna,PL,pm10,37.9,2020-04-07 21:00:00 UTC,µg/m³,GIOS,53.215492000000005,23.642153,
NR-285,Atlanta-Sandy Springs-Marietta,US,no2,0.006999999999999999,2020-04-07 20:00:00 UTC,ppm,AirNow,33.698612,-84.27260600000001,1.0
Vientiane,,LA,pm25,12.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,17.896122000000002,102.64,1.0
Madison University A,Madison,US,pm10,24.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,43.07378,-89.43595,1.0
Sycamore,Cincinnati-Middletown,US,o3,0.052000000000000005,2020-04-07 20:00:00 UTC,ppm,AirNow,39.2787,-84.36612,1.0
AM10 Gdynia Śródmieście,Gdynia,PL,pm10,127.775,2019-10-24 09:00:00 UTC,µg/m³,GIOS,54.525271999999994,18.536382999999997,
"Lubliniec, ul. ks. Szymały",Lubliniec,PL,pm10,99.42299999999999,2020-04-07 20:00:00 UTC,µg/m³,GIOS,50.675694,18.682064,
Leonessa,Rieti,IT,no2,5.0,2020-04-04 22:00:00 UTC,µg/m³,ARPALAZIO,42.572594,12.961982,1.0
Mayo Clinic,Jacksonville,US,o3,0.049,2020-04-07 19:00:00 UTC,ppm,AirNow,30.2603,-81.4533,1.0
Meydan,Tokat,TR,o3,17.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,40.318665,36.552105,1.0
Pensacola NAS,Pensacola-Ferry Pass-Brent,US,o3,0.042,2020-04-07 19:00:00 UTC,ppm,AirNow,30.3681,-87.2708,1.0
Mitrovice,Mitrovice,XK,o3,65.391,2020-04-07 21:00:00 UTC,µg/m³,Kosovo,42.891791999999995,20.868937,1.0
Laney College,San Francisco-Oakland-Fremont,US,no2,0.015,2020-04-07 19:00:00 UTC,ppm,AirNow,37.793625,-122.263374,1.0
"Hardev Nagar, Bathinda - PPCB",Bathinda ,IN,co,0.0,2020-04-07 18:00:00 UTC,µg/m³,caaqm,30.233010999999998,74.90776,0.25
Łódź-Jana Pawła II 15,Łódź,PL,pm10,102.0,2020-04-07 20:00:00 UTC,µg/m³,GIOS,51.754612,19.434925,
Brainerd,Brainerd,US,o3,0.035,2020-04-07 20:00:00 UTC,ppm,AirNow,46.3944,-94.1433,1.0
Kardemir 2,Karabük,TR,so2,6.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,41.193515999999995,32.627686,1.0
Arden Arcade - Del P,Sacramento--Arden-Arcade--Roseville,US,bc,0.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,38.613803999999995,-121.368004,1.0
ES1742A,Las Palmas,ES,no2,6.0,2020-04-06 15:00:00 UTC,µg/m³,EEA Spain,27.772598,-15.541881,1.0
ES1792A,Huelva,ES,co,0.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,37.133790000000005,-6.80745,1.0
Perdue,Miami-Fort Lauderdale-Miami Beach,US,o3,0.04,2020-04-07 19:00:00 UTC,ppm,AirNow,25.5864,-80.3269,1.0
"Wiang, Mueang",Chiang Rai,TH,o3,0.015,2020-04-07 20:00:00 UTC,ppm,Thailand,19.909243,99.82336,1.0
Vigernes,Lillestrøm,NO,pm25,6.4126900000000004,2020-04-07 20:00:00 UTC,µg/m³,Norway,59.95548,11.073983,1.0
Victorville - Park A,Riverside-San Bernardino-Ontario,US,pm10,13.0,2019-03-10 09:00:00 UTC,µg/m³,AirNow,34.51,-117.3306,1.0
ES1996A,Almería,ES,so2,3.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,37.19342,-1.9854,1.0
ES1258A,Huelva,ES,o3,37.0,2020-04-07 07:00:00 UTC,µg/m³,EEA Spain,37.28156,-6.8338399999999995,1.0
תחנה:היובל,חיפה וקריות,IL,o3,0.0017,2019-04-03 21:00:00 UTC,ppm,Israel,32.78866,35.08511,0.25
Joshua Tree NP - Bla,Riverside-San Bernardino-Ontario,US,o3,0.031,2020-04-07 19:00:00 UTC,ppm,AirNow,34.0714,-116.3906,1.0
San Luis Rio Colorad,SONORA,US,o3,0.046,2020-04-05 19:00:00 UTC,ppm,AirNow,32.4667,-114.76876000000001,1.0
ES0785A,Huelva,ES,pm10,31.04,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,37.26725,-6.91905,1.0
Del Norte,Albuquerque,US,o3,0.040999999999999995,2020-04-07 20:00:00 UTC,ppm,AirNow,35.1353,-106.5847,1.0
Taşhan,Erzurum,TR,co,1491.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,39.908333,41.273228,1.0
"Sector-1, Noida - UPPCB",Regional Office,IN,o3,56.51,2020-04-07 18:00:00 UTC,µg/m³,caaqm,28.5898,77.3101,0.25
"Połaniec, ul. Ruszczańska",Połaniec,PL,no2,80.18,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.429012,21.277367,
Portland Humboldt Sc,Portland-Vancouver-Beaverton,US,bc,0.1,2020-04-07 20:00:00 UTC,µg/m³,AirNow,45.558083,-122.67098,1.0
Estación T21,GUANAJUATO,MX,co,48.71,2018-07-11 07:00:00 UTC,ppm,AirNow,21.108683,-101.68863,1.0
תחנה:אום אל קוטוף,ירושלים,IL,so2,0.0034,2019-04-03 21:00:00 UTC,ppm,Israel,31.788746000000003,35.202564,0.25
Laney College,San Francisco-Oakland-Fremont,US,co,0.36,2020-04-07 19:00:00 UTC,ppm,AirNow,37.793625,-122.263374,1.0
State College,State College,US,pm25,4.8,2020-04-07 20:00:00 UTC,µg/m³,AirNow,40.8114,-77.8769,1.0
Kandıra-MTHM,Kocaeli,TR,pm10,26.0,2018-10-12 12:00:00 UTC,µg/m³,Turkey,41.13075,30.00658,1.0
"MED-LAYE - Medellín, El Poblado - Tanques La Ye EPM",Medellin,CO,o3,0.037000000000000005,2020-04-07 21:00:00 UTC,ppm,Medellin,6.182542,-75.55064,1.0
"Bang Kruai, Bang Kruai",Nonthaburi,TH,o3,0.013999999999999999,2020-02-13 02:00:00 UTC,ppm,Thailand,13.807158,100.50632,1.0
"General Hospital, Mandikhera - HSPCB",Al Afiya General Hospital,IN,pm10,79.3,2020-04-07 19:00:00 UTC,µg/m³,caaqm,27.9002,76.9938,0.25
Lakeville - Near Roa,DAKOTA,US,co,0.32,2020-04-07 20:00:00 UTC,ppm,AirNow,44.706123,-93.28580500000001,1.0
Avenida Juan Xxiii,Malaga,ES,no2,25.0,2018-07-30 11:00:00 UTC,µg/m³,Andalucia,36.7091,-4.444681,1.0
West Union,ADAMS,US,pm25,7.6,2020-04-07 20:00:00 UTC,µg/m³,AirNow,38.794709999999995,-83.53399,1.0
Wamsutter,Rock Springs,US,pm10,6.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,41.6778,-108.0242,1.0
"Częstochowa, ul. AK/Jana Pawła II",Częstochowa,PL,so2,6.42922,2019-12-31 22:00:00 UTC,µg/m³,GIOS,50.81722,19.118998,
תחנה:לוט,חיפה וקריות,IL,o3,0.0448,2019-04-03 21:00:00 UTC,ppm,Israel,32.78685,35.02026,0.25
Cavaliere,Roma,IT,no2,13.0,2020-04-04 22:00:00 UTC,µg/m³,ARPALAZIO,41.929382000000004,12.658363,1.0
Pinehurst,SHOSHONE,US,pm25,4.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,47.536713,-116.23687,1.0
Powell River James T,BRITISH COLUMBIA,CA,pm10,0.0,2019-01-28 22:00:00 UTC,µg/m³,AirNow,49.8891,-124.5625,1.0
"Zoo Park, Hyderabad - TSPCB",Hyderabad,IN,co,570.0,2020-04-02 22:15:00 UTC,µg/m³,caaqm,17.349693,78.45144,0.25
Södertälje Turingegatan,Stockholm,SE,no2,20.6825,2018-10-13 21:00:00 UTC,µg/m³,Sweden,59.198124,17.621088,1.0
"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",Inside Govt ITI College Premise,IN,so2,35.95,2020-04-04 04:15:00 UTC,µg/m³,caaqm,17.320057000000002,76.82089,0.25
Jefferson,BERNALILLO,US,pm10,39.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,35.1441,-106.6044,1.0
Sheridan Mobile,Sheridan,US,pm25,-1.0,2018-09-18 13:00:00 UTC,µg/m³,AirNow,44.80353,-106.96176000000001,1.0
Skiatook,Tulsa,US,o3,0.04,2020-04-07 20:00:00 UTC,ppm,AirNow,36.35586,-96.01243000000001,1.0
Xingang,Yun-Chia-Nan,TW,no2,0.0071,2020-04-07 21:00:00 UTC,ppm,Taiwan,23.554838,120.34553000000001,1.0
Las Vegas Paiute,CLARK,US,o3,0.098,2019-12-27 00:00:00 UTC,ppm,AirNow,36.357777,-115.36138999999999,1.0
Miami,Miami,US,pm25,8.1,2020-04-07 20:00:00 UTC,µg/m³,AirNow,36.922222,-94.83889,1.0
Kardemir 1,Karabük,TR,o3,4.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,41.192104,32.62723,1.0
Warszawa-Targówek,Warszawa,PL,no2,101.93,2020-04-07 20:00:00 UTC,µg/m³,GIOS,52.290863,21.042458,
VILLA MARIA DEL TRIUNFO,Lima,PE,o3,16.54,2018-10-13 21:00:00 UTC,µg/m³,Senamhi,-12.166389,-76.92,1.0
Millville,Vineland-Millville-Bridgeton,US,no2,0.002,2020-04-07 19:00:00 UTC,ppm,AirNow,39.422270000000005,-75.0252,1.0
Kardemir 1,Karabük,TR,so2,3.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,41.192104,32.62723,1.0
Cortina Rancheria,COLUSA,US,pm25,8.1,2019-09-17 13:00:00 UTC,µg/m³,AirNow,39.015,-122.28611000000001,1.0
תחנה:אשדוד,מישור החוף הדרומי,IL,no2,0.0102,2019-04-03 21:00:00 UTC,ppm,Israel,31.81847,34.669109999999996,0.25
Lublin ul. Obywatelska,Lublin,PL,so2,6.9,2020-04-07 21:00:00 UTC,µg/m³,GIOS,51.25943,22.569134,
Xianxi,彰化縣,TW,so2,0.0042,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.131672000000002,120.46906000000001,1.0
Austin Northwest C3,Austin-Round Rock,US,pm25,14.6,2020-02-18 13:00:00 UTC,µg/m³,AirNow,30.3542,-97.76,1.0
Camarones,DISTRITO FEDERAL,MX,pm10,40.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,19.4684,-99.1697,1.0
תחנה:גן דרום,גוש דן,IL,no2,0.0256,2019-04-03 21:00:00 UTC,ppm,Israel,32.0994,34.871,0.25
Orchard Farm,St. Louis,US,o3,0.042,2020-04-07 19:00:00 UTC,ppm,AirNow,38.8994,-90.44917,1.0
ES1256A,Huelva,ES,so2,1.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,37.26016,-6.92546,1.0
St. Marks Wildlife R,Tallahassee,US,o3,0.044000000000000004,2020-04-07 19:00:00 UTC,ppm,AirNow,30.0842,-84.1617,1.0
Ilijaš,Ilijaš,BA,pm10,100.0,2018-10-13 21:00:00 UTC,µg/m³,Bosnia2,43.96,18.26,1.0
תחנה:אשקלון דרום,גוש דן,IL,no2,0.0267,2019-04-03 21:00:00 UTC,ppm,Israel,32.07553,34.82073,0.25
Alsancak,İzmir,TR,co,0.0,2017-09-25 11:00:00 UTC,µg/m³,Turkey,38.43222,27.144444,1.0
ES1785A,Almería,ES,co,120.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,36.9231,-2.46322,1.0
Casper Mobile,Casper,US,pm10,6.0,2018-01-24 17:00:00 UTC,µg/m³,AirNow,42.8463,-106.27767,1.0
Zhongshan,North,TW,so2,0.0024,2020-04-07 21:00:00 UTC,ppm,Taiwan,25.06236,121.52653000000001,1.0
Globeville,DENVER,US,no2,0.009000000000000001,2020-04-07 19:00:00 UTC,ppm,AirNow,39.78562,-104.98846999999999,1.0
ES0624A,Almería,ES,no2,3.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,36.84745,-2.03819,1.0
Fengyuan,臺中市,TW,o3,0.026000000000000002,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.256586,120.74171399999999,1.0
Durham Armory,Durham,US,so2,0.0,2020-04-07 19:00:00 UTC,ppm,AirNow,36.032955,-78.90404000000001,1.0
Leopold,PERRY,US,o3,0.045,2020-04-07 20:00:00 UTC,ppm,AirNow,38.1131,-86.6036,1.0
Hefei Dong Pu Shui Ku,Hefei,CN,so2,10.0,2018-10-13 21:00:00 UTC,µg/m³,Hefei,31.9051,117.16,1.0
Bydgoszcz Plac Poznański,Bydgoszcz,PL,so2,2.3,2019-12-31 22:00:00 UTC,µg/m³,GIOS,53.121765,17.987906,
"Sector-25, Chandigarh - CPCC",Chandigarh,IN,no2,0.0,2020-04-07 18:00:00 UTC,µg/m³,caaqm,30.751463,76.76288000000001,0.25
"Vindhyachal STPS, Singrauli - MPPCB",Surya Kiran Bhawan,IN,no2,61.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,24.108970000000003,82.64558000000001,0.25
ES1924A,Granada,ES,so2,2.0,2020-04-03 08:00:00 UTC,µg/m³,EEA Spain,37.16568,-3.6001,1.0
Grangemouth,Grangemouth,GB,no2,5.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,56.01031999999999,-3.704399,1.0
Palisade Ozone,Grand Junction,US,o3,0.052000000000000005,2020-04-07 19:00:00 UTC,ppm,AirNow,39.1306,-108.3139,1.0
Chatham Roadside,Chatham,GB,pm10,31.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,51.374264000000004,0.54797,24.0
"Tata Stadium, Jorapokhar - JSPCB",Jorapokhar,IN,pm10,112.7,2020-04-07 22:00:00 UTC,µg/m³,caaqm,23.707909,86.41467,0.25
Bahabey,Çorum,TR,o3,9.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,40.546555,34.9673,1.0
Allumiere - v.Aldo Moro,Civitavecchia,IT,pm25,13.0,2020-03-30 22:00:00 UTC,µg/m³,ARPALAZIO,42.160973,11.900022,24.0
Colorado Springs - H,Colorado Springs,US,so2,0.0,2020-04-07 19:00:00 UTC,ppm,AirNow,38.830894,-104.83924,1.0
"Hiran Ruchi, Thon Buri",Bangkok,TH,so2,0.0,2020-04-07 20:00:00 UTC,ppm,Thailand,13.732878,100.48601500000001,1.0
Jerome Mack,Las Vegas-Paradise,US,pm25,2.7,2020-04-07 20:00:00 UTC,µg/m³,AirNow,36.141876,-115.07874,1.0
"Khadakpada, Kalyan - MPCB",Kalyan,IN,pm10,985.0,2020-04-07 04:15:00 UTC,µg/m³,caaqm,19.25292,73.14202,0.25
"Kurla, Mumbai - MPCB",Kurla,IN,pm25,985.0,2020-04-07 18:00:00 UTC,µg/m³,caaqm,19.0863,72.8888,0.25
East Hartford,Hartford-West Hartford-East Hartford,US,pm25,3.9,2020-04-07 20:00:00 UTC,µg/m³,AirNow,41.7847,-72.6297,1.0
Ümraniye-MTHM,İstanbul,TR,so2,27.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,41.02442,29.099729999999997,1.0
Legionowo-Zegrzyńska,Legionowo,PL,no2,50.4,2020-04-07 20:00:00 UTC,µg/m³,GIOS,52.407578,20.955929,
Myton,DUCHESNE,US,o3,0.05,2020-04-07 20:00:00 UTC,ppm,AirNow,40.2169,-110.1823,1.0
Nanaimo Labieux Road,BRITISH COLUMBIA,CA,o3,0.04,2020-04-07 19:00:00 UTC,ppm,AirNow,49.2008,-123.9939,1.0
"PWD Grounds, Vijayawada - APPCB",MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,2019-11-05 04:00:00 UTC,µg/m³,caaqm,16.507013,80.62777,0.25
Amman,,JO,pm25,15.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,31.94502,35.8805,1.0
LANSING,Lansing-East Lansing,US,o3,0.033,2018-04-11 13:00:00 UTC,ppm,AirNow,42.7375,-84.5361,1.0
Preston PM25 BAM,FRANKLIN,US,pm25,2.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,42.082221999999994,-111.86417,1.0
Oakland West,San Francisco-Oakland-Fremont,US,no2,0.006999999999999999,2020-04-07 19:00:00 UTC,ppm,AirNow,37.8148,-122.2824,1.0
Eagle Mountain Lake,Dallas-Fort Worth-Arlington,US,o3,0.040999999999999995,2020-04-07 20:00:00 UTC,ppm,AirNow,32.9881,-97.4764,1.0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,IN,co,520.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,16.987288,81.73631999999999,0.25
Wilkes-Barre,Scranton--Wilkes-Barre,US,o3,0.049,2020-04-07 20:00:00 UTC,ppm,AirNow,41.2658,-75.8464,1.0
FORT ST JOHN LEARNIN,BRITISH COLUMBIA,CA,pm25,3.8,2020-04-07 19:00:00 UTC,µg/m³,AirNow,56.244719999999994,-120.85611000000002,1.0
"Włocławek, ul. Kaliska",Włocławek,PL,so2,3.9,2020-04-07 21:00:00 UTC,µg/m³,GIOS,52.63739399999999,19.044485,
Newark Firehouse,New York-Northern New Jersey-Long Island,US,o3,0.048,2020-04-07 19:00:00 UTC,ppm,AirNow,40.72099,-74.192894,1.0
"Silk Board, Bengaluru - KSPCB",Silkboard Junction 323,IN,no2,5.5,2020-04-07 21:00:00 UTC,µg/m³,caaqm,12.917347999999999,77.62281,0.25
Camarones,DISTRITO FEDERAL,MX,pm25,18.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,19.4684,-99.1697,1.0
